DATE	TOTAL_CASES	NEW_CASES	NEW_CASES_SMOOTHED	TOTAL_DEATHS	NEW_DEATHS	NEW_DEATHS_SMOOTHED	TOTAL_CASES_PER_MILLION	NEW_CASES_PER_MILLION	NEW_CASES_SMOOTHED_PER_MILLION	TOTAL_DEATHS_PER_MILLION	NEW_DEATHS_PER_MILLION	NEW_DEATHS_PER_MILLION	REPRODUCTION_RATE	ICU_PATIENTS	ICU_PATIENTS_PER_MILLION	HOSP_PATIENTS	HOSP_PATIENTS_PER_MILLION	WEEKLY_ICU_ADMISSIONS	WEEKLY_ICU_ADMISSIONS_PER_MILLION	WEEKLY_HOSP_ADMISSIONS	WEEKLY_HOSP_ADMISSIONS_PER_MILLION	TOTAL_TESTS	NEW_TESTS	NEW_TESTS_SMOOTHED	TOTAL_TESTS_PER_THOUSAND	NEW_TESTS_SMOOTHED_PER_THOUSAND	TESTS_PER_CASE	POSITIVE_RATE	TESTS_UNITS	STRINGENCY_INDEX
"2020-03-21"	3.0	3.0	NULL		0.0	NULL	0.108	0.108	NULL		0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	82.409999999999997
"2020-03-22"	3.0	0.0	NULL		0.0	NULL	0.108	0.0	NULL		0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	82.409999999999997
"2020-03-23"	3.0	0.0	NULL		0.0	NULL	0.108	0.0	NULL		0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-24"	17.0	14.0	NULL		0.0	NULL	0.61399999999999999	0.50600000000000001	NULL		0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-25"	19.0	2.0	NULL		0.0	NULL	0.68600000000000005	0.071999999999999995	NULL		0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-26"	19.0	0.0	NULL		0.0	NULL	0.68600000000000005	0.0	NULL		0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-27"	23.0	4.0	3.286	NULL	0.0	0.0	0.83099999999999996	0.14399999999999999	0.11899999999999999	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-28"	24.0	1.0	3.0	NULL	0.0	0.0	0.86699999999999999	0.035999999999999997	0.108	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-29"	28.0	4.0	3.5710000000000002	NULL	0.0	0.0	1.0109999999999999	0.14399999999999999	0.129	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-30"	37.0	9.0	4.8570000000000002	NULL	0.0	0.0	1.3360000000000001	0.32500000000000001	0.17499999999999999	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-03-31"	44.0	7.0	3.8570000000000002	NULL	0.0	0.0	1.589	0.253	0.13900000000000001	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-04-01"	46.0	2.0	3.8570000000000002	NULL	0.0	0.0	1.661	0.071999999999999995	0.13900000000000001	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-04-02"	54.0	8.0	5.0	NULL	0.0	0.0	1.95	0.28899999999999998	0.18099999999999999	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-04-03"	59.0	5.0	5.1429999999999998	NULL	0.0	0.0	2.1309999999999998	0.18099999999999999	0.186	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-04-04"	65.0	6.0	5.8570000000000002	NULL	0.0	0.0	2.347	0.217	0.21199999999999999	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	91.670000000000002
"2020-04-05"	71.0	6.0	6.1429999999999998	NULL	0.0	0.0	2.5640000000000001	0.217	0.222	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-06"	72.0	1.0	5.0	NULL	0.0	0.0	2.6000000000000001	0.035999999999999997	0.18099999999999999	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-07"	77.0	5.0	4.7140000000000004	NULL	0.0	0.0	2.7810000000000001	0.18099999999999999	0.17000000000000001	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-08"	85.0	8.0	5.5709999999999997	NULL	0.0	0.0	3.0699999999999998	0.28899999999999998	0.20100000000000001	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-09"	93.0	8.0	5.5709999999999997	NULL	0.0	0.0	3.3580000000000001	0.28899999999999998	0.20100000000000001	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-10"	93.0	0.0	4.8570000000000002	NULL	0.0	0.0	3.3580000000000001	0.0	0.17499999999999999	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-11"	102.0	9.0	5.2859999999999996	NULL	0.0	0.0	3.6840000000000002	0.32500000000000001	0.191	NULL	0.0	0.0	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL	95.370000000000005
"2020-04-12"	102.0	0.0	4.4290000000000003	NULL	0.0	0.0	3.6840000000000002	0.0	0.16	NULL	0.0	0.0	0.38	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		95.370000000000005
"2020-04-13"	106.0	4.0	4.8570000000000002	NULL	0.0	0.0	3.8279999999999998	0.14399999999999999	0.17499999999999999	NULL	0.0	0.0	0.37	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		95.370000000000005
"2020-04-14"	106.0	0.0	4.1429999999999998	NULL	0.0	0.0	3.8279999999999998	0.0	0.14999999999999999	NULL	0.0	0.0	0.38	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		95.370000000000005
"2020-04-15"	108.0	2.0	3.286	NULL	0.0	0.0	3.8999999999999999	0.071999999999999995	0.11899999999999999	NULL	0.0	0.0	0.39000000000000001	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		95.370000000000005
"2020-04-16"	110.0	2.0	2.4289999999999998	NULL	0.0	0.0	3.972	0.071999999999999995	0.087999999999999995	NULL	0.0	0.0	0.40000000000000002	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		95.370000000000005
"2020-04-17"	111.0	1.0	2.5710000000000002	NULL	0.0	0.0	4.0090000000000003	0.035999999999999997	0.092999999999999999	NULL	0.0	0.0	0.40999999999999998	NULL		NULL		NULL		NULL		NULL		NULL		NULL		NULL		95.370000000000005
