Paraguay, 121.0
Guyana, 91.0
Argentina, 156.0
Ecuador, 100.0
Peru, 98.0
Chile, 152.0
Bolivia, 122.0
Suriname, 152.0
Venezuela, 139.0
Uruguay, 77.0
Brazil, 126.0
Colombia, 155.0
